time (ps),RMSD to cluster 1 (nm)
12200.0,0.7038
12210.0,0.6792
12220.0,0.6755
12230.0,0.6899
12240.0,0.7328
12250.0,0.7502
12260.0,0.7705
12270.0,0.3475
12280.0,0.3501
12290.0,0.3534
12300.0,0.3562
12310.0,0.9971
12320.0,0.9612
12330.0,0.84
12340.0,0.9348
12350.0,0.9307
12360.0,0.9165
12370.0,0.8345
12380.0,0.821
12390.0,0.8385
12400.0,0.8271
12410.0,0.8401
12420.0,0.8511
12430.0,0.3968
12440.0,0.8627
12450.0,0.3836
12460.0,0.3976
12470.0,0.3993
12480.0,0.9462
12490.0,0.9274
12500.0,0.9051
12510.0,0.8318
12520.0,0.922
12530.0,0.9265
12540.0,0.9602
12550.0,0.8374
12560.0,0.8795
12570.0,0.8742
12580.0,0.8599
12590.0,0.8429
12600.0,0.8309
12610.0,0.8534
12620.0,0.8614
12630.0,0.8722
12640.0,0.8735
12650.0,0.8419
12660.0,0.9338
12670.0,0.9142
12680.0,0.9194
12690.0,0.9295
12700.0,0.8438
12710.0,0.8614
12720.0,0.8767
12730.0,0.8986
12740.0,0.9329
12750.0,0.8738
12760.0,0.9093
12770.0,0.8871
12780.0,0.8593
12790.0,0.8974
12800.0,0.9744
12810.0,0.8963
12820.0,0.9953
12830.0,1.0228
12840.0,1.0057
12850.0,1.1569
12860.0,0.914
12870.0,1.1765
12880.0,1.0329
12890.0,1.0243
12900.0,1.2617
12910.0,0.9197
12920.0,0.9076
12930.0,0.3932
12940.0,0.881
12950.0,0.8765
12960.0,0.8839
12970.0,0.9103
12980.0,0.9257
12990.0,0.9311
13000.0,0.9572
13010.0,0.9643
13020.0,0.9219
13030.0,0.8326
13040.0,0.8323
13050.0,0.8597
13060.0,0.8349
13070.0,0.8504
13080.0,0.8519
13090.0,0.9207
13100.0,0.9015
13110.0,0.9789
13120.0,0.9122
13130.0,0.8575
13140.0,0.8831
13150.0,0.9105
13160.0,0.8996
13170.0,0.9102
13180.0,0.9008
13190.0,0.9025
13200.0,0.7408
13210.0,0.9112
13220.0,0.7579
13230.0,0.7647
13240.0,0.389
13250.0,0.7465
13260.0,0.3846
13270.0,0.7401
13280.0,0.7654
13290.0,0.7882
13300.0,0.7987
13310.0,0.3796
13320.0,0.7861
13330.0,0.7961
13340.0,0.4016
13350.0,0.396
13360.0,0.398
13370.0,0.3952
13380.0,0.8449
13390.0,0.817
13400.0,0.8322
13410.0,0.8511
13420.0,0.9683
13430.0,0.9621
13440.0,0.3802
13450.0,0.3784
13460.0,0.3782
13470.0,0.7964
13480.0,0.7697
13490.0,0.7844
13500.0,0.7344
13510.0,0.8047
13520.0,0.8027
13530.0,0.8304
13540.0,0.8728
13550.0,0.9039
13560.0,0.8976
13570.0,0.9012
13580.0,0.8248
13590.0,0.8214
13600.0,0.9569
13610.0,0.9893
13620.0,1.0392
13630.0,0.7214
13640.0,1.0326
13650.0,1.0263
13660.0,0.6546
13670.0,0.6346
13680.0,0.6582
13690.0,0.6685
13700.0,0.6898
13710.0,0.6844
13720.0,0.7074
13730.0,0.6778
13740.0,0.6736
13750.0,0.6885
13760.0,0.6796
13770.0,0.6737
13780.0,1.145
13790.0,0.6432
13800.0,1.1368
13810.0,0.6282
13820.0,0.6053
13830.0,0.3496
13840.0,0.7837
13850.0,0.376
13860.0,0.3762
13870.0,0.6053
13880.0,0.3728
13890.0,0.3651
13900.0,0.3745
13910.0,0.3779
13920.0,0.6025
13930.0,0.5973
13940.0,0.6046
13950.0,0.5876
13960.0,0.5932
13970.0,0.6131
13980.0,0.3888
13990.0,0.3952
14000.0,0.3873
14010.0,0.7489
14020.0,0.7725
14030.0,0.3768
14040.0,0.92
14050.0,0.821
14060.0,0.785
14070.0,0.5645
14080.0,0.5782
14090.0,0.7834
